Site,year,Experiment,treatment,Idplot,replicate,block,Code_ID,Accession_ID,Plant,TnbL,L8,W8,L9,W9,L10,W10,L11,W11,L12,W12,L13,W13,L14,W14,L15,W15
Karlsruhe,2013,Kar13W,watered,400129,1,23,3901,B73_H_check,1,17,NA,NA,NA,NA,92,9.5,NA,NA,86,9,NA,NA,75,9,NA,NA
Karlsruhe,2013,Kar13W,watered,400129,1,23,3901,B73_H_check,2,17,NA,NA,NA,NA,88,8,NA,NA,94,9,NA,NA,80,8.5,NA,NA
Karlsruhe,2013,Kar13W,watered,400129,1,23,3901,B73_H_check,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,1,15,93.5,8,NA,NA,91,9,NA,NA,80,8.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,2,15,84,8.5,NA,NA,94,9.5,NA,NA,80,9,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,3,16,NA,NA,91,9,NA,NA,94.5,9.5,NA,NA,78,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,4,16,NA,NA,87,8.5,NA,NA,89,9.5,NA,NA,78,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,5,15,NA,NA,95.5,9,NA,NA,96,10,NA,NA,76,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,6,16,NA,NA,92,9,NA,NA,89,8.5,NA,NA,74,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,7,16,NA,NA,85,9,NA,NA,77,10,NA,NA,78,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,8,15,NA,NA,94,9.5,NA,NA,90,10,NA,NA,72.5,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,9,16,NA,NA,90.5,8,NA,NA,94,9,NA,NA,81,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400165,1,6,3001,B73_H,10,16,NA,NA,77,9.5,NA,NA,89.5,9.5,NA,NA,79,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,8,15,86,8.5,NA,NA,91,9,NA,NA,74,7.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,1,16,NA,NA,82,8,NA,NA,94,9,NA,NA,82,8,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,2,16,NA,NA,85,8.5,NA,NA,93,9.5,NA,NA,85,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,3,15,NA,NA,96,9.5,NA,NA,94,9.5,NA,NA,79,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,4,16,NA,NA,81,8.5,NA,NA,100,9,NA,NA,72,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,5,16,NA,NA,88,9,NA,NA,91,10.5,NA,NA,81,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,6,16,NA,NA,85,9.5,NA,NA,91,9.5,NA,NA,73.5,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,9,16,NA,NA,89,9.5,NA,NA,96,10,NA,NA,81,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,10,16,NA,NA,86,7.5,NA,NA,92,8.5,NA,NA,79,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400344,2,13,3001,B73_H,7,16,NA,NA,NA,NA,99,9.5,NA,NA,90.5,9.5,NA,NA,71,8.5,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,4,NA,78,8,NA,NA,92,9.5,NA,NA,80.5,9,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,1,16,NA,NA,80,8.5,NA,NA,91,9.5,NA,NA,82,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,2,16,NA,NA,91,9.5,NA,NA,87,9,NA,NA,78,8,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,5,15,NA,NA,92,9,NA,NA,90,9.5,NA,NA,70,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,7,16,NA,NA,80,8.5,NA,NA,90,9,NA,NA,82,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,8,16,NA,NA,82,8.5,NA,NA,90,9.5,NA,NA,75,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,10,16,NA,NA,86,9,NA,NA,91,10.5,NA,NA,81,10,NA,NA,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,3,17,NA,NA,NA,NA,83,8.5,NA,NA,89,8.5,NA,NA,75,8,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,6,17,NA,NA,NA,NA,91,8.5,NA,NA,91,9,NA,NA,72.5,7.5,NA,NA
Karlsruhe,2013,Kar13W,watered,400473,2,35,3901,B73_H_check,9,16,NA,NA,NA,NA,99,8.5,NA,NA,92,8.5,NA,NA,71,8,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,2,14,87,9,NA,NA,101,9.5,NA,NA,87,10,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,5,15,84,8.5,NA,NA,93,9.5,NA,NA,77,9,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,1,15,NA,NA,92,9,NA,NA,94,9.5,NA,NA,79,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,4,16,NA,NA,81,9,NA,NA,87,8,NA,NA,81,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,6,16,NA,NA,82,8.5,NA,NA,92,9,NA,NA,81,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,7,15,NA,NA,87,9,NA,NA,99,9.5,NA,NA,78,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,8,15,NA,NA,89,9,NA,NA,97.5,10.5,NA,NA,85,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,9,16,NA,NA,82,8.5,NA,NA,95,9,NA,NA,81,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,10,16,NA,NA,90.5,10,NA,NA,94.5,11,NA,NA,83,10,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401227,2,1,3901,B73_H_check,3,16,NA,NA,NA,NA,89,8,NA,NA,97,9.5,NA,NA,82,8.5,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,1,15,72,7,NA,NA,91.5,9.5,NA,NA,88,8.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,2,15,73,8,NA,NA,92,10,NA,NA,82,9.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,3,15,70,7.5,NA,NA,89,9.5,NA,NA,81,9,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,6,14,68,7,NA,NA,89,10,NA,NA,85,9.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,10,NA,80,7.5,NA,NA,91,10,NA,NA,82,9,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,4,16,NA,NA,82,8,NA,NA,96,9.5,NA,NA,89,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,5,15,NA,NA,79,8,NA,NA,90,9.5,NA,NA,78,8,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,7,16,NA,NA,79,8,NA,NA,90.5,9.5,NA,NA,87.5,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,8,15,NA,NA,86,9,NA,NA,86,11,NA,NA,77,10,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401424,1,9,3001,B73_H,9,16,NA,NA,81,7.5,NA,NA,86,8,NA,NA,75,8,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,7,14,NA,NA,82,8.5,NA,NA,85,8.5,NA,NA,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,1,15,83,7.5,NA,NA,91,9,NA,NA,86,8.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,6,15,73,8,NA,NA,91,10,NA,NA,87,10.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,8,NA,70,7.5,NA,NA,90,10,NA,NA,86,9.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,2,16,NA,NA,81,9.5,NA,NA,93,10,NA,NA,87.5,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,3,15,NA,NA,84,8,NA,NA,92,9.5,NA,NA,82,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,4,16,NA,NA,80,8.5,NA,NA,91.5,10.5,NA,NA,85,10.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,5,16,NA,NA,86,8,NA,NA,91,10,NA,NA,82,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,9,16,NA,NA,81,8,NA,NA,88,9.5,NA,NA,84,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401508,1,12,3901,B73_H_check,10,15,NA,NA,83,8,NA,NA,93,10.5,NA,NA,81,10,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,1,15,79,8,NA,NA,91,9.5,NA,NA,82,9.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,2,15,78,9,NA,NA,92,10.5,NA,NA,86,10.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,3,16,82,9.5,NA,NA,96,9,NA,NA,91,10,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,8,15,83,8.5,NA,NA,94,9.5,NA,NA,85,9,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,9,16,79,8,NA,NA,96,9,NA,NA,91,9,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,10,15,80,9,NA,NA,92.5,10,NA,NA,85,10,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,4,15,NA,NA,91,10,NA,NA,96,9,NA,NA,81,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,5,16,NA,NA,90,9,NA,NA,94,9,NA,NA,90,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,7,16,NA,NA,89,9.5,NA,NA,111,10,NA,NA,79,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401698,3,19,3901,B73_H_check,6,17,NA,NA,NA,NA,93,9,NA,NA,92,10,NA,NA,80,9.5,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,4,15,NA,NA,86,9,NA,NA,88,9.5,NA,NA,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,2,15,79,9,NA,NA,95,9.5,NA,NA,90.5,10.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,6,16,84,8.5,NA,NA,97.5,9,NA,NA,83,8.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,1,16,NA,NA,91,9.5,NA,NA,90,10.5,NA,NA,79,9.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,5,15,NA,NA,98.5,10,NA,NA,97,10,NA,NA,82,10,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,7,16,NA,NA,90,9,NA,NA,96,10,NA,NA,81.5,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,8,16,NA,NA,87,9,NA,NA,97,9.5,NA,NA,82,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,9,16,NA,NA,89,9.5,NA,NA,94,9,NA,NA,78,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,10,16,NA,NA,92,8.5,NA,NA,92,9.5,NA,NA,79,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401718,2,19,3001,B73_H,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,3,15,82,10,NA,NA,95,10.5,NA,NA,87,9.5,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,8,15,81,10,NA,NA,90,9.5,NA,NA,74,10,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,10,16,84,9,NA,NA,92,9.5,NA,NA,86,10,NA,NA,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,1,16,NA,NA,90,9.5,NA,NA,90,10,NA,NA,77,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,4,16,NA,NA,86,9.5,NA,NA,95,10,NA,NA,77,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,5,16,NA,NA,90,8.5,NA,NA,101,9,NA,NA,90,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,6,16,NA,NA,90,9,NA,NA,96,9,NA,NA,77,8.5,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,7,16,NA,NA,92,9.5,NA,NA,101,9.5,NA,NA,77,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,9,16,NA,NA,89,10,NA,NA,92.5,10,NA,NA,81,9,NA,NA,NA,NA
Karlsruhe,2013,Kar13R,rainfed,401786,3,22,3001,B73_H,2,19,NA,NA,NA,NA,NA,NA,99,9,NA,NA,96.5,8,NA,NA,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,3,17,NA,NA,NA,NA,81,8.2,NA,NA,88,9.2,NA,NA,83,8.8,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,4,18,NA,NA,NA,NA,68,7,NA,NA,75,8.6,NA,NA,70,7.4,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,5,17,NA,NA,NA,NA,60,7.4,NA,NA,74,8,NA,NA,73,7.7,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,6,17,NA,NA,NA,NA,78,7.5,NA,NA,86,8.3,NA,NA,81,8.2,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,7,17,NA,NA,NA,NA,74,7.5,NA,NA,83,8.3,NA,NA,78,7.8,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,8,17,NA,NA,NA,NA,82,8,NA,NA,83,9.8,NA,NA,80,9,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,9,18,NA,NA,NA,NA,63,6.9,NA,NA,76,8.1,NA,NA,71,7.9,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,10,17,NA,NA,NA,NA,66,7.1,NA,NA,75,7.8,NA,NA,71,7.6,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,1,17,NA,NA,NA,NA,77,7.2,NA,NA,84,9,NA,NA,80,8.2,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,2,17,NA,NA,NA,NA,79,6.7,NA,NA,82,7.4,NA,NA,75,7.6,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,3,17,NA,NA,NA,NA,85,8,NA,NA,90,8.4,NA,NA,77,7.5,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,4,17,NA,NA,NA,NA,72,7.2,NA,NA,78,7.9,NA,NA,65,6.9,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,5,17,NA,NA,NA,NA,77,7.5,NA,NA,85,8,NA,NA,78,7.4,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,6,17,NA,NA,NA,NA,86,7.3,NA,NA,91,7.5,NA,NA,80,7,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,7,17,NA,NA,NA,NA,82,7,NA,NA,85,7,NA,NA,79,7,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,8,18,NA,NA,NA,NA,80,7.6,NA,NA,85,7.4,NA,NA,73,7.4,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,9,17,NA,NA,NA,NA,62,6.5,NA,NA,79,7,NA,NA,74,7.5,NA,NA
Debrecen,2013,Deb13R,rainfed,WD2180,2,145,3901,B73_H_check,10,17,NA,NA,NA,NA,66,7.4,NA,NA,76,8,NA,NA,70,7.7,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,1,17,NA,NA,NA,NA,71,7.7,NA,NA,78,8.2,NA,NA,75,7.5,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,2,17,NA,NA,NA,NA,64,8,NA,NA,72,7.6,NA,NA,67,6.8,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,3,17,NA,NA,NA,NA,78,7.8,NA,NA,83,8,NA,NA,77,8.1,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,4,18,NA,NA,NA,NA,73,7.5,NA,NA,86,7.6,NA,NA,85,8,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,5,17,NA,NA,NA,NA,74,8,NA,NA,82,8.6,NA,NA,79,7.8,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,6,17,NA,NA,NA,NA,65,7.6,NA,NA,76,7.8,NA,NA,73,7.9,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,7,17,NA,NA,NA,NA,72,7.6,NA,NA,77,7.8,NA,NA,74,8,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,8,17,NA,NA,NA,NA,70,7.7,NA,NA,77,7.6,NA,NA,79,8,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,9,17,NA,NA,NA,NA,66,7.6,NA,NA,77,8.4,NA,NA,77,7.5,NA,NA
Debrecen,2013,Deb13R,rainfed,WD3060,3,186,3901,B73_H_check,10,17,NA,NA,NA,NA,81,7.3,NA,NA,84,8.2,NA,NA,77,8,NA,NA
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,1,18,NA,NA,NA,NA,NA,NA,82,8.1,NA,NA,83,9,NA,NA,77,8.2
Debrecen,2013,Deb13R,rainfed,WD1162,1,56,3901,B73_H_check,2,18,NA,NA,NA,NA,NA,NA,81,7.6,NA,NA,90,7.1,NA,NA,83,6.5
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,1,19,NA,NA,NA,NA,69,7,NA,NA,72,7,NA,NA,85,8,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,2,15,64,6,NA,NA,78,7.5,NA,NA,89,8,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,3,16,52,6.5,NA,NA,77,8,NA,NA,81,9,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,4,16,54,7,NA,NA,76,8,NA,NA,80,8.5,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,5,16,59,7.5,NA,NA,72,9,NA,NA,80,8,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,6,16,56,5,NA,NA,76,7.5,NA,NA,79,8,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,7,16,70,6.5,NA,NA,81,7,NA,NA,84,7.5,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,8,16,53,6,NA,NA,79,7.5,NA,NA,82,8,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,9,16,56,6,NA,NA,80,7,NA,NA,84,8,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,10,16,58,6,NA,NA,79,7,NA,NA,85,8,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00408317,1,4,3901,B73_H_check,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00407971,2,148,3901,B73_H_check,1,19,64,8,NA,NA,80,8,NA,NA,84,8,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00407971,2,148,3901,B73_H_check,2,16,59,6,NA,NA,72,7,NA,NA,85,7,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00407971,2,148,3901,B73_H_check,3,15,57,7,NA,NA,70,7,NA,NA,77,7.5,NA,NA,NA,NA,NA,NA
Campagnola,2013,Cam13R,rainfed,FRI00407971,2,148,3901,B73_H_check,4,16,79,7,NA,NA,85,7,NA,NA,79,7,NA,NA,NA,NA,NA,NA
